text,label
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",0
"මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, ප… https://t.co/OXYn562KAd",0
"' සමහර දවස් වල අපි රන්ඩු කරනවා,
ඒකට අඩනවා තරහා වෙනවා!

ඒත් ඔය මොනවා වුනත් අපි දෙන්නට
අපි දෙන්නව අවශ්‍ය වන හැම මොහොත… https://t.co/pEAPbxM8dT",0
@JayaniFdo එතන ත් අඩනවා 😄,0
"RT @indika27: ""වැඩිපුර හිනාවෙලා ඉන්න මිනිස්සු හිත යටින් අඩනවා"" කියල අමුතු පුකක් නෑ. කට්ටිය එකතු වුනාම ටික වෙලාවක් හිනාවෙලා හිටිය කියල හැමති…",0
"RT @indika27: ""වැඩිපුර හිනාවෙලා ඉන්න මිනිස්සු හිත යටින් අඩනවා"" කියල අමුතු පුකක් නෑ. කට්ටිය එකතු වුනාම ටික වෙලාවක් හිනාවෙලා හිටිය කියල හැමති…",0
"""වැඩිපුර හිනාවෙලා ඉන්න මිනිස්සු හිත යටින් අඩනවා"" කියල අමුතු පුකක් නෑ. කට්ටිය එකතු වුනාම ටික වෙලාවක් හිනාවෙලා හිටිය… https://t.co/084Lwq5peU",0
"කවදාවත් යන්නෙ නෑ කියපු නිසයි 
ඇතුලට ගත්තෙ වද්ද..

ඇස් කට නාස පිළිවෙලින් 
දැන් අඩනවා පපුවෙ මැද්ද

ඇත්ත කියපන් ,

එයා… https://t.co/HnKmBjF5LN",0
"@Sashita_A Transformer ගිනි තිබ්බා
හවස 6ට light off කරා
අහිංසකයෝ මිනී මැරුවා
NIC එකතු කරා
Car විකුනලා ගොඩදානවා කිය… https://t.co/1SvFEXYnZY",0
"@Ayshmarq අපේ අයට ඉතින් ඔක්කොම කවුරුහරි කරලා දෙන්න එපැයි. Visa process එකවත් google කරලා බලන්නෙ නෑ, ඊට පස්සෙ facebo… https://t.co/OxJgdddaN8",0
JVP එකට මඩ ගහන්න එන එකාට අන්තිමට යන්න වෙන්නෙ රෙදිත් නැතුව.ඒක තමයි තිත්ත ඇත්ත😂.මේකෙ JVP එකට මඩ ගහන හැමෝටම වුනෙත් ඒව… https://t.co/Es2tUKZ44K,0
@NewsWireLK Jeppo අඩනවා. 😂 Someone check on @Chathurangaab,0
සමහර ටෙලිනාට්‍ය වල ඉන්න නලුවෝ අඩනවා දැක්කාම අනේ හපෝයි කියලා හිතෙනවා.. 😑,0
"|| මම හරි ආසයි තනියම ඉන්න 

දන්නවද ඇත්තටම මම සතුටින් හිටියේ තනියම ඉද්දී. බැදීම් ඇතුලේදී මම ගොඩක් ලොකු පීඩෙනක හිටියේ… https://t.co/7AY8WE93jP",0
@sasi_nilanka හාවොත් අඩනවා මගෙ අහිංසකමට 🥲,0
RT @Dagaya_: @Nadeez__ අම්මෝ ඔය වරායේ *ත්තලා ඔය පඩිය ගන්නෙත් පිනට කකා ඉද ඉද මෙලොකේ වැඩක් නොකර. දැන් නාහෙන් අඩනවා 😂,0
"@JayaniFdo @GingerBrdMan ජෙනීගැන හිත හිත අඩනවා රෑට.🙂❤.
කන්නෙත් නැ.
ඉතින් කෙම්ටු වෙලා",0
"ආදරේ මහ ගොඩක් තිබුනට
සාගතේ බර දැනෙයි ගෙදරට 
උඹත් ලෝකෙට ගෙනා වරදට
අඩනවා මම කදුළු හිරකොට
හොදට ඔතලා සුවය සදලා
උඹව නිදි… https://t.co/jKNk5aGZ1T",0
@Nadeez__ අම්මෝ ඔය වරායේ *ත්තලා ඔය පඩිය ගන්නෙත් පිනට කකා ඉද ඉද මෙලොකේ වැඩක් නොකර. දැන් නාහෙන් අඩනවා 😂,0
"එ අම්මා ලස්සනට බබා බලාගෙන තියෙනවා ......ආදරෙන්...කොහෙට වෙලා හරි අඩනවා ඇති.........
ප්‍රශ්නය තමන්ගේ නොවන තාක් දාර්ශනික යි ❤️",0
"එ අම්මා ලස්සනට බබා බලාගෙන තියෙනවා ......ආදරෙන්...කොහෙට වෙලා හරි අඩනවා ඇති.........
ප්‍රශ්නය තමන්ගේ නොවන තාක් දාර්ශ… https://t.co/ns9uPH8YbP",0
"උදේ පාන්දරම ඇහුනේ වැඩිමල් ඔබේ සිතට මං ලන්වෙලා සින්දුව.
දැන් මගේ මෝලේ ඒ සින්දුව කිය කිය අඩනවා ඉවරයක් නෑ....😖",0
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රුහරි…",0
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රුහරි…",0
@nipuna__d ලිහා ගන්න බැරුව පැටලිල වැටිල අඩනවා ඒම නෙවෙයි 🌝🌝,0
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රුහරි…",0
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රුහරි…",0
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රුහරි…",0
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රුහරි…",0
"Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රු… https://t.co/9fis8ug39O",0
