text,label
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 

පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",0
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 

පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",0
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 

පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",0
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 

පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",0
"'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 

පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",0
"@NotJagath දෙතුන් දෙනෙක් මැරිලා කියල ආරංචියක් ආවා. හරියටම නිවුස් එකක් දෙන්නෙ නැතිලු කෝමද මැරුණෙ කියල. 
ඒ නිසා කටකතාවක් යනවා",0
"RT @thnsameera: අද ටුවිටර් එකේ හිටියොත් පපුවේ අමාරුව හැදිලා මැරිලා යන්න බැරි නෑ, ඒක නිසා දවස් දෙකකින් විතර එන්න ඕනේ 😁

#පොඩ්ඩක්කල්පනාකරලබල…",0
"අද ටුවිටර් එකේ හිටියොත් පපුවේ අමාරුව හැදිලා මැරිලා යන්න බැරි නෑ, ඒක නිසා දවස් දෙකකින් විතර එන්න ඕනේ 😁

#පොඩ්ඩක්කල්පනාකරලබලන්න #SriLanka #IMF",0
"RT @GimZara: මේ ලෝකෙ හැදිලා තියෙන්නේ ,
ඉපදිලා ජීවත්වෙලා මැරිලා යන්න.
මුදල්වල කිසිම අවශ්‍යතාවක් නෑ. නමුත් මුදලක් නිර්මාණය කලේම පාලනයකට ගන්න.…",0
@__Banz ඌ ජිවත් වෙලා ඉද්දී ඒ විදියට ඇදලා ඉන්න ආසා වෙන්න ඇති බන්. එහෙම උනාම ඔහොම කරනවා අපිට මැරිලා උනාට ඌට ආදරෙ මිනි… https://t.co/QLBZOltPDi,0
"RT @igurupanmalli: මේ සමහර නාකි ගොබ්බයො ටිකක් ඉන්නවා බං උන් ස්වභාවිකව මැරිලා යනකන් මේ ශිෂ්ටාචාරය අලුත් වෙන්නෙ නෑ 🖤💯

#සත්‍යා",0
"මේ සමහර නාකි ගොබ්බයො ටිකක් ඉන්නවා බං උන් ස්වභාවිකව මැරිලා යනකන් මේ ශිෂ්ටාචාරය අලුත් වෙන්නෙ නෑ 🖤💯

#සත්‍යා",0
@DehanJ_ මැරිලා වැටිලද,0
@Sachiya_01 @namada හපො මූ මැරිලා නෑ,0
RT @Ranjith50711805: අවුරුදු 75ක ශාපයක් කියමින් කෑමොරදෙන්නේ හරියට මුන් මැරිලා ඉපදිලා වගෙයි 1971 88-89 රට විනාශ කලා මදිවට චන්ද්‍රිකාට රාජපක්…,0
"@Royon7416896 A,මැරිලා නැහැ. මැරුනානම් float වෙන්නේ නැහැ,  floatවෙන්න නම් අඩුම ගානේ දවස් 3-4ක් වත්  වතුරේ ගිලිලා ති… https://t.co/6T08mzMwHA",0
@Royon7416896 එක පම්කෙක් වත් මැරිලා නෑ 😂,0
"RT @GimZara: මේ ලෝකෙ හැදිලා තියෙන්නේ ,
ඉපදිලා ජීවත්වෙලා මැරිලා යන්න.
මුදල්වල කිසිම අවශ්‍යතාවක් නෑ. නමුත් මුදලක් නිර්මාණය කලේම පාලනයකට ගන්න.…",0
"මේ ලෝකෙ හැදිලා තියෙන්නේ ,
ඉපදිලා ජීවත්වෙලා මැරිලා යන්න.
මුදල්වල කිසිම අවශ්‍යතාවක් නෑ. නමුත් මුදලක් නිර්මාණය කලේම පා… https://t.co/biI4sRdufR",0
""" අපි මේක විසදගමුද ?
මට බෑ ඔයාව නැති කරගන්න...""

අපිට පුලුවන් වුනා නම් 
අන්න එච්චරට පරිණත වෙන්න !

මැරිලා ගිය ආදර ක… https://t.co/Lg4dN1QlcZ",0
RT @Ranjith50711805: අවුරුදු 75ක ශාපයක් කියමින් කෑමොරදෙන්නේ හරියට මුන් මැරිලා ඉපදිලා වගෙයි 1971 88-89 රට විනාශ කලා මදිවට චන්ද්‍රිකාට රාජපක්…,0
@HeshanMayantha උබ මැරිලා කන්චනාගේ දුවෙක් වෙලා ඉපදිලා වෙන්නත් පුලුවන් 🥲,0
RT @Ranjith50711805: අවුරුදු 75ක ශාපයක් කියමින් කෑමොරදෙන්නේ හරියට මුන් මැරිලා ඉපදිලා වගෙයි 1971 88-89 රට විනාශ කලා මදිවට චන්ද්‍රිකාට රාජපක්…,0
අවුරුදු 75ක ශාපයක් කියමින් කෑමොරදෙන්නේ හරියට මුන් මැරිලා ඉපදිලා වගෙයි 1971 88-89 රට විනාශ කලා මදිවට චන්ද්‍රිකාට රාජ… https://t.co/1Qb9gj7Svz,0
@ShalindaSilva1 මැරුණු ගමන් පාවෙන්නෙ නෑ හැබැයි. මැරිලා පාවෙන්න පැය ගානක් යනවා.,0
"A වෙන්න බෑ මැරුණම මුන යට අතට පාවෙන්න ඕනේ ඔහොම උඩ අතට තියෙන්නේ නෑ.

C වෙන්නත් බෑ මැරිලා නම් අර වතුර යට තියෙන අතේ ති… https://t.co/nocQ5jRNss",0
@Mseciice අහ් ඒ කියන්නෙ මැරිලා 🌚,0
"RT @GimZara: සයිබර් අවකාශය තුල බටහිර දිනනවා තමයි...
තාක්ෂණික ජාලයේ අයිතිකරු ඇමරිකාව...

ඒත් පෘතිවියේ ජනමතය ගත්තොත්, කවදා බැලුවත් 80%ක්ම රු…",0
@KMeeeaaow පණුවො දාලා මැරිලා යන්න කලින් මරු කියවනවා පිස්සු බල්ලා @PresRajapaksa,0
"අපේ ගෙවල් පැත්තේ වයසක ජෝඩුවක, ගෑණු කෙනා මැරිලා සති දෙකකින් විතර පිරිමි කෙනත් මලා. දැන් කල්පනා කරලා බැලුවාම හිතෙන්නේ… https://t.co/DTrBcIBo4Z",0
"සයිබර් අවකාශය තුල බටහිර දිනනවා තමයි...
තාක්ෂණික ජාලයේ අයිතිකරු ඇමරිකාව...

ඒත් පෘතිවියේ ජනමතය ගත්තොත්, කවදා බැලුවත්… https://t.co/Wipdo6dHg3",0
@Royon7416896 එකෙක්වත් මැරිලා නෑ. තුන්දෙනාම කුණුවෙන්න ගහලා 😂,0
@KMeeeaaow පොන්න වෙසිගේ පුතා එක්කෝ මැරිලා යන්න ඕන මල නාකි මලදානේ,0
"@Sashita_A 😅ඔව්, තව හිතාගෙන ඉන්නවා අපි මැරිලා ඉපදුනා කියලා, රනිල්ගේ කාලවල සිද්ධ වුන කිසි දෙයක් මතක නෑ කියලා...😂",0
"මිනිස්සු මැරිලා වෙන මානයකට ගිහින් ඒ මානයේ ඉදන් අපිට කතා කරන්න උත්සහ කරනවා වෙන්න පුලුවන් නේද, ඒක අපි හොල්මන් කියලා කියනවා වෙන්නත් පුලුවන්.",0
"See More&gt;&gt;&gt;&gt;&gt; https://t.co/GCsMf6177t
“මට ඉතා හිත රිදෙන ලිපියක් ලිව්වා දැනට සිනමාවේ ඉන්න නලුවෙක්. 
ඔබට කවදහරි දවසක… https://t.co/CsOEcyuFDd",0
@Dr_Alien_ පව් ඕයි මැරිලා යයි,0
""" සමහරවිට මම නොදන්න තැනක කානේශන් මල් පිපිලා ඇති... මට නොපෙනිම, මම නොදැනුවත්වම, ඒ මල් මැරිලා යන්වා ඇති... ""

- ජෙසි… https://t.co/Eu16jC0dGz",0
"A wise man once said “25න් - 30න් මැරිලා 75න් වලදාන්න දෙන්න එපා”

#Quote_For_Today",0
@GingerBrdMan @JayaniFdo @WaruAnu @d_harshabandara මොකද උලමෝ 😒😒😒 මං මැරිලා නෑ වඳුරෝ,0
@iam_poor9 දැන් කවුරුත් දන්නේ නෑ නේ. මගේ හිතේම ඒක මැරිලා ගියදෙන්,0
@moogater අපෙත් තියෙනවා තරුණ සමිතිය හිටපු අය වයසට ගිහින්ම මැරිලා ගියා. හාමුදුරුවො තරුණයන්ට අවස්ථාව දෙන්න හොදම ක්‍රම… https://t.co/3KlFzV6Zm3,0
@UNPunOfficial එයා මැරිලා ඉපදුනත් ද ?? 🥲,0
@shanki_thewitch D.S. නම් අශ්වයා පිටින් වැටිලා මැරිලා ඉපදුනාට පස්සෙත් දැන් 70ක් විතර. වයස වැඩි නැද්ද?,0
@braavo06 එතකොට මැරිලා තියෙයි,0
@wpslfernandos @RenukaJRA @JustinRenuka @JagathGuna @DevinGunasinghe @pdsiriwardana @udayangad @nw_da @amilendra… https://t.co/yOgwb2Z9lj,0
"බිදිලා මැරිලා ගිය හිතකට 
හම්බෙන්න ඕනේ,

රිද්දන අතීතේ අමතක වෙන
උන් දීපු ආදරේට වඩා සිය දහස් ගුණයක්
වටින ආදරයක් ! ❤️‍🩹🌻",0
"බිදිලා මැරිලා ගිය හිතකට 
හම්බෙන්න ඕනේ,

රිද්දන අතීතේ ආයේ ගොඩ පුලුවන්
උන් දීපු ආදරේට වඩා සිය දහස් ගුණයක්
වටින ආදරයක් ! ❤️‍🩹🌻",0
රෝහණ විජේවීර මැරිලා නෑ .. තාම ඉන්නවා .. කියුබාවේ හැංගිලා ඉන්නේ..,0
@NewsWireLK මුන් සේරම මැරිලා යනවානම් එකක්,0
"@samith78 අම්මපා, දැන් මැරිලා ඉපදුනා වගේ හැසිරුනාට ඥාණක්කාගේ පස්සෙන් ගිය උන් කියාපු විශ්වාස කරපු මෝඩයෝ ඉන්න රටක් මේ… https://t.co/MslIPTx4bg",0
@maalupaan මේ වගේ මිනිස්සු නම් ඉක්මනින් මැරිලා ගියොත් හොඳයි.,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
@ManthriLK_Watch අනේ ගොනෝ ඔයිට ගොඩක් කලින් විපක්ෂය කිව්වෙ Imf යන්න කියල ලොකු කමට මහන්තත්ත කමට ගොංකමට මාසගනන් කල්මැ… https://t.co/G8CoxNQRYt,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
RT @KaviSenu: මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනාලා මැරිලා…,0
මේවා කැත තිරිසන් පහත් වැඩ පොලීසිය හමුදාව උනත් ගොඩාක් සිතිය යුතු කාලයක් මේකිරි පුස්සාට කඩේ යනවාද නැද්ද කියලා ඔය පිනා… https://t.co/oNh3ofj6Hv,0
AKD 😝අන්දරේ මැරිලා නෑ🤑,0
@crishan0410 @ChathuraVirajW1 හැමදාම මේ කඩාකප්පල්කාරීන්ව දැක්කෙ එකම විදියට. මොවුන් මිනිස්සු වෙනුවෙන් දිනා දීපු කිසි… https://t.co/KZ4GhFbVi4,0
@NewsWireLK කාලකණ්ණි කැරිමයිනා මැරිලා පලයන් පවුල පිටින්ම කුණුවෙලා,0
කොළඹ විශ්වවිද්‍යාලයේ ආරක්ෂක නිලධාරියෙක් අරුන්ගේ පරන කදුලු ගෑස් වැදිලා මැරිලා ලු නේ.,0
